,subject_ids,Img1,Img2,Img3,Forest,DTO,subject_set_id,choice
388,74385767,C034_SD025_R1_Kip_IMG_1006.JPG,C034_SD025_R1_Kip_IMG_1007.JPG,C034_SD025_R1_Kip_IMG_1008.JPG,Kip tract,9/21/21 9:29,103437,SQUIRRELGRAY
389,74385769,C034_SD025_R1_Kip_IMG_1012.JPG,C034_SD025_R1_Kip_IMG_1013.JPG,C034_SD025_R1_Kip_IMG_1014.JPG,Kip tract,9/21/21 11:31,103437,SQUIRRELGRAY
390,74385770,C034_SD025_R1_Kip_IMG_1015.JPG,C034_SD025_R1_Kip_IMG_1016.JPG,C034_SD025_R1_Kip_IMG_1017.JPG,Kip tract,9/21/21 11:59,103437,SQUIRRELGRAY
391,74385771,C034_SD025_R1_Kip_IMG_1018.JPG,C034_SD025_R1_Kip_IMG_1019.JPG,C034_SD025_R1_Kip_IMG_1020.JPG,Kip tract,9/21/21 16:05,103437,SQUIRRELGRAY
392,74385772,C034_SD025_R1_Kip_IMG_1021.JPG,C034_SD025_R1_Kip_IMG_1022.JPG,C034_SD025_R1_Kip_IMG_1023.JPG,Kip tract,9/21/21 18:04,103437,SQUIRRELGRAY
393,74385773,C034_SD025_R1_Kip_IMG_1024.JPG,C034_SD025_R1_Kip_IMG_1025.JPG,C034_SD025_R1_Kip_IMG_1026.JPG,Kip tract,9/21/21 18:35,103437,SQUIRRELGRAY
394,74385775,C034_SD025_R1_Kip_IMG_1030.JPG,C034_SD025_R1_Kip_IMG_1031.JPG,C034_SD025_R1_Kip_IMG_1032.JPG,Kip tract,9/22/21 11:25,103437,SQUIRRELGRAY
395,74385778,C034_SD070_R1_Kip_IMG_0878.JPG,C034_SD070_R1_Kip_IMG_0701.JPG,NA,Kip tract,10/23/21 12:55,103437,SQUIRRELGRAY
396,74385779,C034_SD070_R1_Kip_IMG_0702.JPG,C034_SD070_R1_Kip_IMG_0703.JPG,C034_SD070_R1_Kip_IMG_0704.JPG,Kip tract,10/23/21 16:01,103437,SQUIRRELGRAY
397,74385780,C034_SD070_R1_Kip_IMG_0881.JPG,C034_SD070_R1_Kip_IMG_0882.JPG,C034_SD070_R1_Kip_IMG_0883.JPG,Kip tract,10/23/21 16:11,103437,RACCOON
398,74385781,C034_SD070_R1_Kip_IMG_0884.JPG,C034_SD070_R1_Kip_IMG_0885.JPG,C034_SD070_R1_Kip_IMG_0886.JPG,Kip tract,10/24/21 0:41,103437,RACCOON
399,74385782,C034_SD070_R1_Kip_IMG_0887.JPG,C034_SD070_R1_Kip_IMG_0888.JPG,C034_SD070_R1_Kip_IMG_0889.JPG,Kip tract,10/24/21 0:51,103437,RACCOON
400,74385783,C034_SD070_R1_Kip_IMG_0890.JPG,C034_SD070_R1_Kip_IMG_0891.JPG,C034_SD070_R1_Kip_IMG_0892.JPG,Kip tract,10/24/21 2:37,103437,RACCOON
401,74385784,C034_SD070_R1_Kip_IMG_0893.JPG,C034_SD070_R1_Kip_IMG_0894.JPG,C034_SD070_R1_Kip_IMG_0895.JPG,Kip tract,10/24/21 4:50,103437,RACCOON
402,74385785,C034_SD070_R1_Kip_IMG_0705.JPG,C034_SD070_R1_Kip_IMG_0706.JPG,C034_SD070_R1_Kip_IMG_0707.JPG,Kip tract,10/24/21 7:52,103437,SQUIRRELGRAY
403,74385787,C034_SD070_R1_Kip_IMG_0711.JPG,C034_SD070_R1_Kip_IMG_0712.JPG,C034_SD070_R1_Kip_IMG_0713.JPG,Kip tract,10/24/21 17:00,103437,RACCOON
404,74385788,C034_SD070_R1_Kip_IMG_0714.JPG,C034_SD070_R1_Kip_IMG_0715.JPG,C034_SD070_R1_Kip_IMG_0716.JPG,Kip tract,10/24/21 21:20,103437,RACCOON
405,74385789,C034_SD070_R1_Kip_IMG_0717.JPG,C034_SD070_R1_Kip_IMG_0718.JPG,C034_SD070_R1_Kip_IMG_0719.JPG,Kip tract,10/25/21 6:14,103437,SQUIRRELGRAY
406,74385790,C034_SD070_R1_Kip_IMG_0896.JPG,C034_SD070_R1_Kip_IMG_0897.JPG,C034_SD070_R1_Kip_IMG_0898.JPG,Kip tract,10/25/21 8:05,103437,SQUIRRELGRAY
407,74385791,C034_SD070_R1_Kip_IMG_0720.JPG,C034_SD070_R1_Kip_IMG_0721.JPG,C034_SD070_R1_Kip_IMG_0722.JPG,Kip tract,10/25/21 9:08,103437,SQUIRRELGRAY
408,74385793,C034_SD070_R1_Kip_IMG_0726.JPG,C034_SD070_R1_Kip_IMG_0727.JPG,C034_SD070_R1_Kip_IMG_0728.JPG,Kip tract,10/25/21 17:15,103437,RACCOON
409,74385794,C034_SD070_R1_Kip_IMG_0729.JPG,C034_SD070_R1_Kip_IMG_0730.JPG,C034_SD070_R1_Kip_IMG_0731.JPG,Kip tract,10/25/21 17:16,103437,RACCOON
410,74385797,C034_SD070_R1_Kip_IMG_0738.JPG,C034_SD070_R1_Kip_IMG_0739.JPG,C034_SD070_R1_Kip_IMG_0740.JPG,Kip tract,10/26/21 4:59,103437,RACCOON
411,74385799,C034_SD070_R1_Kip_IMG_0744.JPG,C034_SD070_R1_Kip_IMG_0745.JPG,C034_SD070_R1_Kip_IMG_0746.JPG,Kip tract,10/26/21 20:08,103437,RACCOON
412,74385800,C034_SD070_R1_Kip_IMG_0747.JPG,C034_SD070_R1_Kip_IMG_0748.JPG,C034_SD070_R1_Kip_IMG_0749.JPG,Kip tract,10/26/21 23:35,103437,RACCOON
413,74385801,C034_SD070_R1_Kip_IMG_0750.JPG,C034_SD070_R1_Kip_IMG_0751.JPG,C034_SD070_R1_Kip_IMG_0752.JPG,Kip tract,10/27/21 10:29,103437,SQUIRRELGRAY
414,74385803,C034_SD070_R1_Kip_IMG_0899.JPG,C034_SD070_R1_Kip_IMG_0900.JPG,C034_SD070_R1_Kip_IMG_0901.JPG,Kip tract,10/27/21 12:45,103437,SQUIRRELGRAY
415,74385804,C034_SD070_R1_Kip_IMG_0902.JPG,C034_SD070_R1_Kip_IMG_0903.JPG,C034_SD070_R1_Kip_IMG_0904.JPG,Kip tract,10/27/21 12:46,103437,SQUIRRELGRAY
416,74385805,C034_SD070_R1_Kip_IMG_0756.JPG,C034_SD070_R1_Kip_IMG_0757.JPG,C034_SD070_R1_Kip_IMG_0758.JPG,Kip tract,10/27/21 17:06,103437,RACCOON
417,74385806,C034_SD070_R1_Kip_IMG_0905.JPG,C034_SD070_R1_Kip_IMG_0906.JPG,C034_SD070_R1_Kip_IMG_0907.JPG,Kip tract,10/27/21 17:18,103437,RACCOON
418,74385807,C034_SD070_R1_Kip_IMG_0908.JPG,C034_SD070_R1_Kip_IMG_0909.JPG,C034_SD070_R1_Kip_IMG_0910.JPG,Kip tract,10/27/21 19:29,103437,RACCOON
419,74385808,C034_SD070_R1_Kip_IMG_0911.JPG,C034_SD070_R1_Kip_IMG_0912.JPG,C034_SD070_R1_Kip_IMG_0913.JPG,Kip tract,10/27/21 20:11,103437,RACCOON
420,74385810,C034_SD070_R1_Kip_IMG_0914.JPG,C034_SD070_R1_Kip_IMG_0915.JPG,C034_SD070_R1_Kip_IMG_0916.JPG,Kip tract,10/27/21 21:46,103437,RACCOON
421,74385811,C034_SD070_R1_Kip_IMG_0917.JPG,C034_SD070_R1_Kip_IMG_0918.JPG,C034_SD070_R1_Kip_IMG_0919.JPG,Kip tract,10/27/21 22:16,103437,RACCOON
422,74385812,C034_SD070_R1_Kip_IMG_0920.JPG,C034_SD070_R1_Kip_IMG_0921.JPG,C034_SD070_R1_Kip_IMG_0922.JPG,Kip tract,10/27/21 22:44,103437,RACCOON
423,74385813,C034_SD070_R1_Kip_IMG_0923.JPG,C034_SD070_R1_Kip_IMG_0924.JPG,C034_SD070_R1_Kip_IMG_0925.JPG,Kip tract,10/28/21 0:47,103437,RACCOON
424,74385814,C034_SD070_R1_Kip_IMG_0926.JPG,C034_SD070_R1_Kip_IMG_0927.JPG,C034_SD070_R1_Kip_IMG_0928.JPG,Kip tract,10/28/21 2:46,103437,RACCOON
425,74385815,C034_SD070_R1_Kip_IMG_0929.JPG,C034_SD070_R1_Kip_IMG_0930.JPG,C034_SD070_R1_Kip_IMG_0931.JPG,Kip tract,10/28/21 2:48,103437,RACCOON
426,74385817,C034_SD070_R1_Kip_IMG_0762.JPG,C034_SD070_R1_Kip_IMG_0763.JPG,C034_SD070_R1_Kip_IMG_0764.JPG,Kip tract,10/28/21 10:02,103437,SQUIRRELGRAY
427,74385818,C034_SD070_R1_Kip_IMG_0935.JPG,C034_SD070_R1_Kip_IMG_0936.JPG,C034_SD070_R1_Kip_IMG_0937.JPG,Kip tract,10/28/21 12:24,103437,SQUIRRELGRAY
428,74385819,C034_SD070_R1_Kip_IMG_0765.JPG,C034_SD070_R1_Kip_IMG_0766.JPG,C034_SD070_R1_Kip_IMG_0767.JPG,Kip tract,10/29/21 6:53,103437,SQUIRRELGRAY
429,74385820,C034_SD070_R1_Kip_IMG_0768.JPG,C034_SD070_R1_Kip_IMG_0769.JPG,C034_SD070_R1_Kip_IMG_0770.JPG,Kip tract,10/29/21 7:54,103437,DEERWHITETAILED
430,74385821,C034_SD070_R1_Kip_IMG_0771.JPG,C034_SD070_R1_Kip_IMG_0772.JPG,C034_SD070_R1_Kip_IMG_0773.JPG,Kip tract,10/29/21 17:04,103437,RACCOON
431,74385822,C034_SD070_R1_Kip_IMG_0774.JPG,C034_SD070_R1_Kip_IMG_0775.JPG,C034_SD070_R1_Kip_IMG_0776.JPG,Kip tract,10/29/21 17:10,103437,RACCOON
432,74385823,C034_SD070_R1_Kip_IMG_0777.JPG,C034_SD070_R1_Kip_IMG_0778.JPG,C034_SD070_R1_Kip_IMG_0779.JPG,Kip tract,10/29/21 17:20,103437,RACCOON
433,74385824,C034_SD070_R1_Kip_IMG_0780.JPG,C034_SD070_R1_Kip_IMG_0781.JPG,C034_SD070_R1_Kip_IMG_0782.JPG,Kip tract,10/29/21 17:21,103437,RACCOON
434,74385825,C034_SD070_R1_Kip_IMG_0783.JPG,C034_SD070_R1_Kip_IMG_0784.JPG,C034_SD070_R1_Kip_IMG_0785.JPG,Kip tract,10/29/21 19:53,103437,RACCOON
435,74385826,C034_SD070_R1_Kip_IMG_0786.JPG,C034_SD070_R1_Kip_IMG_0787.JPG,C034_SD070_R1_Kip_IMG_0788.JPG,Kip tract,10/29/21 19:57,103437,RACCOON
436,74385827,C034_SD070_R1_Kip_IMG_0789.JPG,C034_SD070_R1_Kip_IMG_0790.JPG,C034_SD070_R1_Kip_IMG_0791.JPG,Kip tract,10/30/21 4:33,103437,RACCOON
437,74385828,C034_SD070_R1_Kip_IMG_0792.JPG,C034_SD070_R1_Kip_IMG_0793.JPG,C034_SD070_R1_Kip_IMG_0794.JPG,Kip tract,10/30/21 5:39,103437,RACCOON
438,74385829,C034_SD070_R1_Kip_IMG_0795.JPG,C034_SD070_R1_Kip_IMG_0796.JPG,C034_SD070_R1_Kip_IMG_0797.JPG,Kip tract,10/30/21 9:37,103437,SQUIRRELGRAY
439,74385830,C034_SD070_R1_Kip_IMG_0798.JPG,C034_SD070_R1_Kip_IMG_0799.JPG,C034_SD070_R1_Kip_IMG_0800.JPG,Kip tract,10/30/21 18:46,103437,RACCOON
440,74385831,C034_SD070_R1_Kip_IMG_0801.JPG,C034_SD070_R1_Kip_IMG_0802.JPG,C034_SD070_R1_Kip_IMG_0803.JPG,Kip tract,10/31/21 10:58,103437,DEERWHITETAILED
441,74385832,C034_SD070_R1_Kip_IMG_0804.JPG,C034_SD070_R1_Kip_IMG_0805.JPG,C034_SD070_R1_Kip_IMG_0806.JPG,Kip tract,10/31/21 14:50,103437,SQUIRRELGRAY
442,74385833,C034_SD070_R1_Kip_IMG_0807.JPG,C034_SD070_R1_Kip_IMG_0808.JPG,C034_SD070_R1_Kip_IMG_0809.JPG,Kip tract,10/31/21 14:51,103437,SQUIRRELGRAY
443,74385834,C034_SD070_R1_Kip_IMG_0810.JPG,C034_SD070_R1_Kip_IMG_0811.JPG,C034_SD070_R1_Kip_IMG_0812.JPG,Kip tract,10/31/21 14:53,103437,SQUIRRELGRAY
444,74385835,C034_SD070_R1_Kip_IMG_0813.JPG,C034_SD070_R1_Kip_IMG_0814.JPG,C034_SD070_R1_Kip_IMG_0815.JPG,Kip tract,10/31/21 14:58,103437,SQUIRRELGRAY
445,74385836,C034_SD070_R1_Kip_IMG_0816.JPG,C034_SD070_R1_Kip_IMG_0817.JPG,C034_SD070_R1_Kip_IMG_0818.JPG,Kip tract,10/31/21 15:00,103437,SQUIRRELGRAY
446,74385837,C034_SD070_R1_Kip_IMG_0819.JPG,C034_SD070_R1_Kip_IMG_0820.JPG,C034_SD070_R1_Kip_IMG_0821.JPG,Kip tract,10/31/21 15:01,103437,SQUIRRELGRAY
447,74385838,C034_SD070_R1_Kip_IMG_0822.JPG,C034_SD070_R1_Kip_IMG_0823.JPG,C034_SD070_R1_Kip_IMG_0824.JPG,Kip tract,11/1/21 18:07,103437,RACCOON
448,74385839,C034_SD070_R1_Kip_IMG_0825.JPG,C034_SD070_R1_Kip_IMG_0826.JPG,NA,Kip tract,11/2/21 0:00,103437,DEERWHITETAILED
449,74385840,C034_SD070_R1_Kip_IMG_0827.JPG,C034_SD070_R1_Kip_IMG_0828.JPG,C034_SD070_R1_Kip_IMG_0829.JPG,Kip tract,11/2/21 7:16,103437,SQUIRRELGRAY
450,74385841,C034_SD070_R1_Kip_IMG_0938.JPG,C034_SD070_R1_Kip_IMG_0939.JPG,C034_SD070_R1_Kip_IMG_0940.JPG,Kip tract,11/3/21 10:17,103437,SQUIRRELGRAY
451,74385842,C034_SD070_R1_Kip_IMG_0941.JPG,C034_SD070_R1_Kip_IMG_0942.JPG,C034_SD070_R1_Kip_IMG_0943.JPG,Kip tract,11/3/21 10:20,103437,SQUIRRELGRAY
452,74385843,C034_SD070_R1_Kip_IMG_0944.JPG,C034_SD070_R1_Kip_IMG_0945.JPG,C034_SD070_R1_Kip_IMG_0946.JPG,Kip tract,11/3/21 16:28,103437,RACCOON
453,74385845,C034_SD070_R1_Kip_IMG_0833.JPG,C034_SD070_R1_Kip_IMG_0834.JPG,C034_SD070_R1_Kip_IMG_0835.JPG,Kip tract,11/3/21 17:45,103437,RACCOON
454,74385846,C034_SD070_R1_Kip_IMG_0947.JPG,C034_SD070_R1_Kip_IMG_0948.JPG,C034_SD070_R1_Kip_IMG_0949.JPG,Kip tract,11/3/21 17:47,103437,RACCOON
455,74385847,C034_SD070_R1_Kip_IMG_0950.JPG,C034_SD070_R1_Kip_IMG_0951.JPG,C034_SD070_R1_Kip_IMG_0952.JPG,Kip tract,11/3/21 17:49,103437,RACCOON
456,74385848,C034_SD070_R1_Kip_IMG_0836.JPG,C034_SD070_R1_Kip_IMG_0837.JPG,C034_SD070_R1_Kip_IMG_0838.JPG,Kip tract,11/3/21 18:34,103437,RACCOON
457,74385849,C034_SD070_R1_Kip_IMG_0839.JPG,C034_SD070_R1_Kip_IMG_0840.JPG,C034_SD070_R1_Kip_IMG_0841.JPG,Kip tract,11/3/21 18:36,103437,RACCOON
458,74385850,C034_SD070_R1_Kip_IMG_0953.JPG,C034_SD070_R1_Kip_IMG_0954.JPG,C034_SD070_R1_Kip_IMG_0955.JPG,Kip tract,11/3/21 18:43,103437,RACCOON
459,74385851,C034_SD070_R1_Kip_IMG_0842.JPG,C034_SD070_R1_Kip_IMG_0843.JPG,C034_SD070_R1_Kip_IMG_0844.JPG,Kip tract,11/3/21 21:14,103437,RACCOON
460,74385852,C034_SD070_R1_Kip_IMG_0845.JPG,C034_SD070_R1_Kip_IMG_0846.JPG,C034_SD070_R1_Kip_IMG_0847.JPG,Kip tract,11/3/21 21:17,103437,RACCOON
461,74385853,C034_SD070_R1_Kip_IMG_0848.JPG,C034_SD070_R1_Kip_IMG_0849.JPG,C034_SD070_R1_Kip_IMG_0850.JPG,Kip tract,11/3/21 21:37,103437,RACCOON
462,74385854,C034_SD070_R1_Kip_IMG_0851.JPG,C034_SD070_R1_Kip_IMG_0852.JPG,C034_SD070_R1_Kip_IMG_0853.JPG,Kip tract,11/4/21 4:52,103437,RACCOON
463,74385855,C034_SD070_R1_Kip_IMG_0956.JPG,C034_SD070_R1_Kip_IMG_0957.JPG,C034_SD070_R1_Kip_IMG_0958.JPG,Kip tract,11/4/21 6:21,103437,SQUIRRELGRAY
464,74385856,C034_SD070_R1_Kip_IMG_0854.JPG,C034_SD070_R1_Kip_IMG_0855.JPG,C034_SD070_R1_Kip_IMG_0856.JPG,Kip tract,11/4/21 18:20,103437,RACCOON
465,74385857,C034_SD070_R1_Kip_IMG_0857.JPG,C034_SD070_R1_Kip_IMG_0858.JPG,C034_SD070_R1_Kip_IMG_0859.JPG,Kip tract,11/4/21 22:24,103437,RACCOON
466,74385858,C034_SD070_R1_Kip_IMG_0959.JPG,C034_SD070_R1_Kip_IMG_0960.JPG,C034_SD070_R1_Kip_IMG_0961.JPG,Kip tract,11/5/21 11:14,103437,SQUIRRELGRAY
467,74385859,C034_SD070_R1_Kip_IMG_0962.JPG,C034_SD070_R1_Kip_IMG_0963.JPG,NA,Kip tract,11/5/21 11:58,103437,DOMESTICDOG
468,74385860,C034_SD070_R1_Kip_IMG_0860.JPG,C034_SD070_R1_Kip_IMG_0861.JPG,C034_SD070_R1_Kip_IMG_0862.JPG,Kip tract,11/6/21 14:43,103437,SQUIRRELGRAY
469,74385861,C034_SD070_R1_Kip_IMG_0863.JPG,C034_SD070_R1_Kip_IMG_0864.JPG,C034_SD070_R1_Kip_IMG_0865.JPG,Kip tract,11/6/21 15:21,103437,SQUIRRELGRAY
470,74385862,C034_SD070_R1_Kip_IMG_0866.JPG,C034_SD070_R1_Kip_IMG_0867.JPG,C034_SD070_R1_Kip_IMG_0868.JPG,Kip tract,11/7/21 5:11,103437,RACCOON
471,74385863,C034_SD070_R1_Kip_IMG_0869.JPG,C034_SD070_R1_Kip_IMG_0870.JPG,C034_SD070_R1_Kip_IMG_0871.JPG,Kip tract,11/7/21 6:04,103437,RACCOON
472,74385864,C034_SD070_R1_Kip_IMG_0872.JPG,C034_SD070_R1_Kip_IMG_0873.JPG,C034_SD070_R1_Kip_IMG_0874.JPG,Kip tract,11/7/21 6:05,103437,RACCOON
473,74385865,C034_SD070_R1_Kip_IMG_0875.JPG,C034_SD070_R1_Kip_IMG_0876.JPG,C034_SD070_R1_Kip_IMG_0877.JPG,Kip tract,11/7/21 6:13,103437,RACCOON
474,74385867,C034_SD070_R1_Kip_IMG_0064.JPG,C034_SD070_R1_Kip_IMG_0065.JPG,C034_SD070_R1_Kip_IMG_0066.JPG,Kip tract,7/15/24 4:18,103437,SQUIRRELGRAY
475,74385868,C034_SD070_R1_Kip_IMG_0067.JPG,C034_SD070_R1_Kip_IMG_0068.JPG,C034_SD070_R1_Kip_IMG_0069.JPG,Kip tract,7/15/24 20:55,103437,SQUIRRELGRAY
476,74385869,C034_SD070_R1_Kip_IMG_0070.JPG,C034_SD070_R1_Kip_IMG_0071.JPG,C034_SD070_R1_Kip_IMG_0072.JPG,Kip tract,7/16/24 1:05,103437,SQUIRRELGRAY
477,74385870,C034_SD070_R1_Kip_IMG_0073.JPG,C034_SD070_R1_Kip_IMG_0074.JPG,C034_SD070_R1_Kip_IMG_0075.JPG,Kip tract,7/16/24 2:40,103437,SQUIRRELGRAY
478,74385871,C034_SD070_R1_Kip_IMG_0076.JPG,C034_SD070_R1_Kip_IMG_0077.JPG,C034_SD070_R1_Kip_IMG_0078.JPG,Kip tract,7/16/24 21:00,103437,SQUIRRELGRAY
479,74385872,C034_SD070_R1_Kip_IMG_0079.JPG,C034_SD070_R1_Kip_IMG_0080.JPG,C034_SD070_R1_Kip_IMG_0081.JPG,Kip tract,7/17/24 1:12,103437,DEERWHITETAILED
480,74385873,C034_SD070_R1_Kip_IMG_0082.JPG,C034_SD070_R1_Kip_IMG_0083.JPG,C034_SD070_R1_Kip_IMG_0084.JPG,Kip tract,7/17/24 2:07,103437,SQUIRRELGRAY
481,74385875,C034_SD070_R1_Kip_IMG_0088.JPG,C034_SD070_R1_Kip_IMG_0089.JPG,C034_SD070_R1_Kip_IMG_0090.JPG,Kip tract,7/17/24 2:27,103437,SQUIRRELGRAY
482,74385876,C034_SD070_R1_Kip_IMG_0091.JPG,C034_SD070_R1_Kip_IMG_0092.JPG,C034_SD070_R1_Kip_IMG_0093.JPG,Kip tract,7/17/24 5:53,103437,SQUIRRELGRAY
483,74385877,C034_SD070_R1_Kip_IMG_0094.JPG,C034_SD070_R1_Kip_IMG_0095.JPG,C034_SD070_R1_Kip_IMG_0096.JPG,Kip tract,7/17/24 8:48,103437,OTHERSMALLMAMMAL
484,74385878,C034_SD070_R1_Kip_IMG_0097.JPG,C034_SD070_R1_Kip_IMG_0098.JPG,C034_SD070_R1_Kip_IMG_0099.JPG,Kip tract,7/17/24 22:39,103437,SQUIRRELGRAY
485,74385879,C034_SD070_R1_Kip_IMG_0100.JPG,C034_SD070_R1_Kip_IMG_0101.JPG,C034_SD070_R1_Kip_IMG_0102.JPG,Kip tract,7/18/24 0:47,103437,SQUIRRELGRAY
486,74385880,C034_SD070_R1_Kip_IMG_0103.JPG,C034_SD070_R1_Kip_IMG_0104.JPG,C034_SD070_R1_Kip_IMG_0105.JPG,Kip tract,7/18/24 1:07,103437,FISHER
487,74385881,C034_SD070_R1_Kip_IMG_0106.JPG,C034_SD070_R1_Kip_IMG_0107.JPG,C034_SD070_R1_Kip_IMG_0108.JPG,Kip tract,7/18/24 2:06,103437,SQUIRRELGRAY
488,74385882,C034_SD070_R1_Kip_IMG_0109.JPG,C034_SD070_R1_Kip_IMG_0110.JPG,C034_SD070_R1_Kip_IMG_0111.JPG,Kip tract,7/18/24 2:33,103437,SQUIRRELGRAY
489,74385883,C034_SD070_R1_Kip_IMG_0112.JPG,C034_SD070_R1_Kip_IMG_0113.JPG,C034_SD070_R1_Kip_IMG_0114.JPG,Kip tract,7/18/24 3:45,103437,SQUIRRELGRAY
490,74385884,C034_SD070_R1_Kip_IMG_0115.JPG,C034_SD070_R1_Kip_IMG_0116.JPG,C034_SD070_R1_Kip_IMG_0117.JPG,Kip tract,7/18/24 4:08,103437,SQUIRRELGRAY
491,74385885,C034_SD070_R1_Kip_IMG_0118.JPG,C034_SD070_R1_Kip_IMG_0119.JPG,C034_SD070_R1_Kip_IMG_0120.JPG,Kip tract,7/18/24 4:09,103437,SQUIRRELGRAY
492,74385886,C034_SD070_R1_Kip_IMG_0121.JPG,C034_SD070_R1_Kip_IMG_0122.JPG,C034_SD070_R1_Kip_IMG_0123.JPG,Kip tract,7/18/24 4:15,103437,SQUIRRELGRAY
493,74385888,C034_SD070_R1_Kip_IMG_0127.JPG,C034_SD070_R1_Kip_IMG_0128.JPG,C034_SD070_R1_Kip_IMG_0129.JPG,Kip tract,7/18/24 18:30,103437,RACCOON
494,74385890,C034_SD070_R1_Kip_IMG_0133.JPG,C034_SD070_R1_Kip_IMG_0134.JPG,C034_SD070_R1_Kip_IMG_0135.JPG,Kip tract,7/18/24 20:38,103437,SQUIRRELGRAY
495,74385891,C034_SD070_R1_Kip_IMG_0136.JPG,C034_SD070_R1_Kip_IMG_0137.JPG,C034_SD070_R1_Kip_IMG_0138.JPG,Kip tract,7/18/24 22:00,103437,SQUIRRELGRAY
496,74385892,C034_SD070_R1_Kip_IMG_0139.JPG,C034_SD070_R1_Kip_IMG_0140.JPG,C034_SD070_R1_Kip_IMG_0141.JPG,Kip tract,7/18/24 22:51,103437,SQUIRRELGRAY
497,74385893,C034_SD070_R1_Kip_IMG_0142.JPG,C034_SD070_R1_Kip_IMG_0143.JPG,C034_SD070_R1_Kip_IMG_0144.JPG,Kip tract,7/19/24 1:38,103437,SQUIRRELGRAY
498,74385894,C034_SD070_R1_Kip_IMG_0145.JPG,C034_SD070_R1_Kip_IMG_0146.JPG,C034_SD070_R1_Kip_IMG_0147.JPG,Kip tract,7/19/24 4:22,103437,SQUIRRELGRAY
499,74385895,C034_SD070_R1_Kip_IMG_0148.JPG,C034_SD070_R1_Kip_IMG_0149.JPG,C034_SD070_R1_Kip_IMG_0150.JPG,Kip tract,7/19/24 6:02,103437,SQUIRRELGRAY
500,74385896,C034_SD070_R1_Kip_IMG_0151.JPG,C034_SD070_R1_Kip_IMG_0152.JPG,C034_SD070_R1_Kip_IMG_0153.JPG,Kip tract,7/19/24 20:26,103437,SQUIRRELGRAY
501,74385897,C034_SD070_R1_Kip_IMG_0154.JPG,C034_SD070_R1_Kip_IMG_0155.JPG,C034_SD070_R1_Kip_IMG_0156.JPG,Kip tract,7/19/24 21:08,103437,SQUIRRELGRAY
502,74385898,C034_SD070_R1_Kip_IMG_0157.JPG,C034_SD070_R1_Kip_IMG_0158.JPG,C034_SD070_R1_Kip_IMG_0159.JPG,Kip tract,7/20/24 2:44,103437,SQUIRRELGRAY
503,74385899,C034_SD070_R1_Kip_IMG_0160.JPG,C034_SD070_R1_Kip_IMG_0161.JPG,C034_SD070_R1_Kip_IMG_0162.JPG,Kip tract,7/20/24 3:58,103437,SQUIRRELGRAY
504,74385900,C034_SD070_R1_Kip_IMG_0163.JPG,C034_SD070_R1_Kip_IMG_0164.JPG,C034_SD070_R1_Kip_IMG_0165.JPG,Kip tract,7/20/24 4:35,103437,SQUIRRELGRAY
505,74385901,C034_SD070_R1_Kip_IMG_0166.JPG,C034_SD070_R1_Kip_IMG_0167.JPG,C034_SD070_R1_Kip_IMG_0168.JPG,Kip tract,7/20/24 4:37,103437,SQUIRRELGRAY
506,74385902,C034_SD070_R1_Kip_IMG_0169.JPG,C034_SD070_R1_Kip_IMG_0170.JPG,C034_SD070_R1_Kip_IMG_0171.JPG,Kip tract,7/20/24 8:37,103437,RACCOON
507,74385904,C034_SD070_R1_Kip_IMG_0175.JPG,C034_SD070_R1_Kip_IMG_0176.JPG,C034_SD070_R1_Kip_IMG_0177.JPG,Kip tract,7/20/24 9:36,103437,RACCOON
508,74385905,C034_SD070_R1_Kip_IMG_0178.JPG,C034_SD070_R1_Kip_IMG_0179.JPG,C034_SD070_R1_Kip_IMG_0180.JPG,Kip tract,7/21/24 0:48,103437,SQUIRRELGRAY
509,74385906,C034_SD070_R1_Kip_IMG_0181.JPG,C034_SD070_R1_Kip_IMG_0182.JPG,C034_SD070_R1_Kip_IMG_0183.JPG,Kip tract,7/21/24 3:05,103437,SQUIRRELGRAY
510,74385907,C034_SD070_R1_Kip_IMG_0184.JPG,C034_SD070_R1_Kip_IMG_0185.JPG,C034_SD070_R1_Kip_IMG_0186.JPG,Kip tract,7/21/24 6:18,103437,SQUIRRELGRAY
511,74385908,C034_SD070_R1_Kip_IMG_0187.JPG,C034_SD070_R1_Kip_IMG_0188.JPG,C034_SD070_R1_Kip_IMG_0189.JPG,Kip tract,7/21/24 7:03,103437,SQUIRRELGRAY
512,74385909,C034_SD070_R1_Kip_IMG_0190.JPG,C034_SD070_R1_Kip_IMG_0191.JPG,C034_SD070_R1_Kip_IMG_0192.JPG,Kip tract,7/21/24 7:05,103437,SQUIRRELGRAY
513,74385910,C034_SD070_R1_Kip_IMG_0193.JPG,C034_SD070_R1_Kip_IMG_0194.JPG,C034_SD070_R1_Kip_IMG_0195.JPG,Kip tract,7/21/24 7:35,103437,SQUIRRELGRAY
514,74385911,C034_SD070_R1_Kip_IMG_0196.JPG,C034_SD070_R1_Kip_IMG_0197.JPG,C034_SD070_R1_Kip_IMG_0198.JPG,Kip tract,7/21/24 7:43,103437,DEERWHITETAILED
515,74385914,C034_SD070_R1_Kip_IMG_0205.JPG,C034_SD070_R1_Kip_IMG_0206.JPG,C034_SD070_R1_Kip_IMG_0207.JPG,Kip tract,7/22/24 0:14,103437,OTHERBIRD
